hard,ram,scrn,year,price,id,speed,trend,dpentium,d486,dcd,dmulti,dscrn14,dscrn15,dscrn17,dquarter,dsemester,hard_above,ram_above,speed_above
426,8,14,1994,2143,7107,33,16,0,1,1,1,1,0,0,6,3,341,6,8
107,2,14,1994,1544,6909,33,16,0,1,0,0,1,0,0,6,3,22,0,8
214,4,14,1994,1595,6939,33,16,0,1,0,0,1,0,0,6,3,129,2,8
214,4,14,1994,1894,6969,33,16,0,1,1,1,1,0,0,6,3,129,2,8
214,4,14,1994,1395,6892,33,16,0,1,0,0,1,0,0,6,3,129,2,8
214,4,14,1994,1744,6945,33,16,0,1,0,0,1,0,0,6,3,129,2,8
426,8,14,1994,2090,6999,33,16,0,1,1,0,1,0,0,6,3,341,6,8
107,2,14,1994,1694,6933,33,16,0,1,1,1,1,0,0,6,3,22,0,8
528,16,14,1994,2395,7017,33,16,0,1,1,0,1,0,0,6,3,443,14,8
528,8,14,1994,2220,7012,50,16,0,1,1,0,1,0,0,6,3,443,6,25
528,16,14,1994,2744,7030,50,16,0,1,1,0,1,0,0,6,3,443,14,25
214,4,14,1994,1790,6964,50,16,0,1,0,0,1,0,0,6,3,129,2,25
214,4,14,1994,1495,6893,50,16,0,1,0,0,1,0,0,6,3,129,2,25
107,2,14,1994,1590,6928,50,16,0,1,0,0,1,0,0,6,3,22,0,25
426,8,14,1994,2344,6988,50,16,0,1,1,0,1,0,0,6,3,341,6,25
426,8,14,1994,2190,7000,50,16,0,1,1,0,1,0,0,6,3,341,6,25
107,2,14,1994,1495,6904,50,16,0,1,0,0,1,0,0,6,3,22,0,25
107,2,14,1994,1744,6916,50,16,0,1,0,0,1,0,0,6,3,22,0,25
340,8,14,1994,1695,6897,50,16,0,1,0,0,1,0,0,6,3,255,6,25
528,16,14,1994,2495,7018,50,16,0,1,1,0,1,0,0,6,3,443,14,25
214,4,14,1994,1695,6940,50,16,0,1,0,0,1,0,0,6,3,129,2,25
214,4,14,1994,1944,6952,50,16,0,1,0,0,1,0,0,6,3,129,2,25
528,16,14,1994,2644,7024,50,16,0,1,1,0,1,0,0,6,3,443,14,25
214,4,14,1994,1844,6946,50,16,0,1,0,0,1,0,0,6,3,129,2,25
528,16,14,1994,2590,7042,50,16,0,1,1,0,1,0,0,6,3,443,14,25
107,2,14,1994,1644,6910,50,16,0,1,0,0,1,0,0,6,3,22,0,25
214,4,14,1994,1994,6970,50,16,0,1,1,1,1,0,0,6,3,129,2,25
107,2,14,1994,1794,6934,50,16,0,1,1,1,1,0,0,6,3,22,0,25
426,8,14,1994,2244,6982,50,16,0,1,1,0,1,0,0,6,3,341,6,25
426,8,14,1994,2095,6976,50,16,0,1,1,0,1,0,0,6,3,341,6,25
426,8,14,1994,2850,7076,60,16,1,0,1,0,1,0,0,6,3,341,6,35
214,4,14,1994,2744,7058,60,16,1,0,0,0,1,0,0,6,3,129,2,35
214,4,14,1994,2554,7055,60,16,1,0,0,0,1,0,0,6,3,129,2,35
340,8,14,1994,2854,7067,60,16,1,0,1,0,1,0,0,6,3,255,6,35
340,8,14,1994,3044,7070,60,16,1,0,1,0,1,0,0,6,3,255,6,35
340,8,14,1994,2795,7110,60,16,1,0,1,0,1,0,0,6,3,255,6,35
214,4,14,1994,2643,7061,60,16,1,0,1,1,1,0,0,6,3,129,2,35
340,8,14,1994,2890,7118,60,16,1,0,1,0,1,0,0,6,3,255,6,35
340,8,14,1994,2943,7073,60,16,1,0,1,1,1,0,0,6,3,255,6,35
214,4,14,1994,2495,7052,60,16,1,0,0,0,1,0,0,6,3,129,2,35
426,8,14,1994,2343,7114,66,16,0,1,1,1,1,0,0,6,3,341,6,41
214,4,14,1994,2044,6953,66,16,0,1,0,0,1,0,0,6,3,129,2,41
107,2,14,1994,1744,6911,66,16,0,1,0,0,1,0,0,6,3,22,0,41
426,8,14,1994,2344,6983,66,16,0,1,1,0,1,0,0,6,3,341,6,41
214,4,14,1994,1944,6947,66,16,0,1,0,0,1,0,0,6,3,129,2,41
107,2,14,1994,1690,6929,66,16,0,1,0,0,1,0,0,6,3,22,0,41
528,16,14,1994,2744,7025,66,16,0,1,1,0,1,0,0,6,3,443,14,41
426,8,14,1994,2444,6989,66,16,0,1,1,0,1,0,0,6,3,341,6,41
340,8,14,1994,1795,6898,66,16,0,1,0,0,1,0,0,6,3,255,6,41
107,2,14,1994,1844,6917,66,16,0,1,0,0,1,0,0,6,3,22,0,41
528,16,14,1994,2690,7043,66,16,0,1,1,0,1,0,0,6,3,443,14,41
426,8,14,1994,2343,7108,66,16,0,1,1,1,1,0,0,6,3,341,6,41
528,16,14,1994,2844,7031,66,16,0,1,1,0,1,0,0,6,3,443,14,41
426,8,14,1994,2195,7106,66,16,0,1,1,0,1,0,0,6,3,341,6,41
528,8,14,1994,2320,7013,66,16,0,1,1,0,1,0,0,6,3,443,6,41
107,2,14,1994,1595,6905,66,16,0,1,0,0,1,0,0,6,3,22,0,41
426,8,14,1994,2195,6977,66,16,0,1,1,0,1,0,0,6,3,341,6,41
528,16,14,1994,2595,7019,66,16,0,1,1,0,1,0,0,6,3,443,14,41
426,8,14,1994,2290,7001,66,16,0,1,1,0,1,0,0,6,3,341,6,41
107,2,14,1994,1894,6935,66,16,0,1,1,1,1,0,0,6,3,22,0,41
214,4,14,1994,1595,6894,66,16,0,1,0,0,1,0,0,6,3,129,2,41
214,4,14,1994,1795,6941,66,16,0,1,0,0,1,0,0,6,3,129,2,41
214,4,14,1994,1890,6965,66,16,0,1,0,0,1,0,0,6,3,129,2,41
214,4,14,1994,2094,6971,66,16,0,1,1,1,1,0,0,6,3,129,2,41
214,4,14,1994,2754,7056,66,16,1,0,0,0,1,0,0,6,3,129,2,41
426,8,14,1994,3050,7077,66,16,1,0,1,0,1,0,0,6,3,341,6,41
340,8,14,1994,3054,7068,66,16,1,0,1,0,1,0,0,6,3,255,6,41
214,4,14,1994,2843,7062,66,16,1,0,1,1,1,0,0,6,3,129,2,41
214,4,14,1994,2944,7059,66,16,1,0,0,0,1,0,0,6,3,129,2,41
214,4,14,1994,2695,7053,66,16,1,0,0,0,1,0,0,6,3,129,2,41
340,8,14,1994,2995,7111,66,16,1,0,1,0,1,0,0,6,3,255,6,41
340,8,14,1994,3090,7119,66,16,1,0,1,0,1,0,0,6,3,255,6,41
340,8,14,1994,3143,7074,66,16,1,0,1,1,1,0,0,6,3,255,6,41
340,8,14,1994,3244,7071,66,16,1,0,1,0,1,0,0,6,3,255,6,41
528,16,14,1994,3044,7032,75,16,0,1,1,0,1,0,0,6,3,443,14,50
426,8,14,1994,2644,6990,75,16,0,1,1,0,1,0,0,6,3,341,6,50
426,8,14,1994,2395,6978,75,16,0,1,1,0,1,0,0,6,3,341,6,50
214,4,14,1994,2294,6972,75,16,0,1,1,1,1,0,0,6,3,129,2,50
528,16,14,1994,2890,7044,75,16,0,1,1,0,1,0,0,6,3,443,14,50
107,2,14,1994,1890,6930,75,16,0,1,0,0,1,0,0,6,3,22,0,50
214,4,14,1994,2244,6954,75,16,0,1,0,0,1,0,0,6,3,129,2,50
426,8,14,1994,2490,7002,75,16,0,1,1,0,1,0,0,6,3,341,6,50
528,8,14,1994,2520,7014,75,16,0,1,1,0,1,0,0,6,3,443,6,50
528,16,14,1994,2944,7026,75,16,0,1,1,0,1,0,0,6,3,443,14,50
426,8,14,1994,2544,6984,75,16,0,1,1,0,1,0,0,6,3,341,6,50
214,4,14,1994,1995,6942,75,16,0,1,0,0,1,0,0,6,3,129,2,50
107,2,14,1994,2094,6936,75,16,0,1,1,1,1,0,0,6,3,22,0,50
107,2,14,1994,1944,6912,75,16,0,1,0,0,1,0,0,6,3,22,0,50
528,16,14,1994,2795,7020,75,16,0,1,1,0,1,0,0,6,3,443,14,50
107,2,14,1994,1795,6906,75,16,0,1,0,0,1,0,0,6,3,22,0,50
214,4,14,1994,2090,6966,75,16,0,1,0,0,1,0,0,6,3,129,2,50
107,2,14,1994,2044,6918,75,16,0,1,0,0,1,0,0,6,3,22,0,50
214,4,14,1994,2144,6948,75,16,0,1,0,0,1,0,0,6,3,129,2,50
214,4,14,1994,3144,7060,90,16,1,0,0,0,1,0,0,6,3,129,2,65
340,8,14,1994,3343,7075,90,16,1,0,1,1,1,0,0,6,3,255,6,65
340,8,14,1994,3254,7069,90,16,1,0,1,0,1,0,0,6,3,255,6,65
214,4,14,1994,3043,7063,90,16,1,0,1,1,1,0,0,6,3,129,2,65
214,4,14,1994,2954,7057,90,16,1,0,0,0,1,0,0,6,3,129,2,65
214,4,14,1994,2895,7054,90,16,1,0,0,0,1,0,0,6,3,129,2,65
426,8,14,1994,3250,7078,90,16,1,0,1,0,1,0,0,6,3,341,6,65
340,8,14,1994,3195,7066,90,16,1,0,1,0,1,0,0,6,3,255,6,65
340,8,14,1994,3444,7072,90,16,1,0,1,0,1,0,0,6,3,255,6,65
214,4,14,1994,2494,6973,100,16,0,1,1,1,1,0,0,6,3,129,2,75
528,16,14,1994,2995,7021,100,16,0,1,1,0,1,0,0,6,3,443,14,75
107,2,14,1994,2144,6913,100,16,0,1,0,0,1,0,0,6,3,22,0,75
107,2,14,1994,2090,6931,100,16,0,1,0,0,1,0,0,6,3,22,0,75
107,2,14,1994,1995,6907,100,16,0,1,0,0,1,0,0,6,3,22,0,75
426,8,14,1994,2844,6991,100,16,0,1,1,0,1,0,0,6,3,341,6,75
528,16,14,1994,3144,7027,100,16,0,1,1,0,1,0,0,6,3,443,14,75
214,4,14,1994,2195,6943,100,16,0,1,0,0,1,0,0,6,3,129,2,75
426,8,14,1994,2690,7003,100,16,0,1,1,0,1,0,0,6,3,341,6,75
107,2,14,1994,2244,6919,100,16,0,1,0,0,1,0,0,6,3,22,0,75
528,8,14,1994,2720,7015,100,16,0,1,1,0,1,0,0,6,3,443,6,75
528,16,14,1994,3244,7033,100,16,0,1,1,0,1,0,0,6,3,443,14,75
528,16,14,1994,3090,7045,100,16,0,1,1,0,1,0,0,6,3,443,14,75
426,8,14,1994,2595,6979,100,16,0,1,1,0,1,0,0,6,3,341,6,75
107,2,14,1994,2294,6937,100,16,0,1,1,1,1,0,0,6,3,22,0,75
426,8,14,1994,2743,7115,100,16,0,1,1,1,1,0,0,6,3,341,6,75
214,4,14,1994,2344,6949,100,16,0,1,0,0,1,0,0,6,3,129,2,75
426,8,14,1994,2744,6985,100,16,0,1,1,0,1,0,0,6,3,341,6,75
214,4,14,1994,2290,6967,100,16,0,1,0,0,1,0,0,6,3,129,2,75
214,4,14,1994,2444,6955,100,16,0,1,0,0,1,0,0,6,3,129,2,75
107,2,15,1994,1290,6920,25,16,0,1,0,0,0,1,0,6,3,22,0,0
528,16,15,1994,2290,7034,25,16,0,1,1,0,0,1,0,6,3,443,14,0
426,8,15,1994,1890,6992,25,16,0,1,1,0,0,1,0,6,3,341,6,0
214,4,15,1994,1490,6956,25,16,0,1,0,0,0,1,0,6,3,129,2,0
426,8,15,1994,2090,6993,33,16,0,1,1,0,0,1,0,6,3,341,6,8
107,2,15,1994,1490,6921,33,16,0,1,0,0,0,1,0,6,3,22,0,8
214,4,15,1994,1690,6957,33,16,0,1,0,0,0,1,0,6,3,129,2,8
528,16,15,1994,2490,7035,33,16,0,1,1,0,0,1,0,6,3,443,14,8
107,2,15,1994,1590,6922,50,16,0,1,0,0,0,1,0,6,3,22,0,25
214,4,15,1994,1790,6958,50,16,0,1,0,0,0,1,0,6,3,129,2,25
528,16,15,1994,2590,7036,50,16,0,1,1,0,0,1,0,6,3,443,14,25
426,8,15,1994,2190,6994,50,16,0,1,1,0,0,1,0,6,3,341,6,25
1000,16,15,1994,3795,7091,60,16,1,0,1,0,0,1,0,6,3,915,14,35
1000,16,15,1994,3854,7094,60,16,1,0,1,0,0,1,0,6,3,915,14,35
528,12,15,1994,3443,7116,60,16,1,0,1,1,0,1,0,6,3,443,10,35
528,12,15,1994,3295,7079,60,16,1,0,1,0,0,1,0,6,3,443,10,35
528,12,15,1994,3354,7082,60,16,1,0,1,0,0,1,0,6,3,443,10,35
528,16,15,1994,3395,6899,60,16,1,0,1,0,0,1,0,6,3,443,14,35
528,12,15,1994,3544,7085,60,16,1,0,1,0,0,1,0,6,3,443,10,35
1000,16,15,1994,3943,7100,60,16,1,0,1,1,0,1,0,6,3,915,14,35
1000,16,15,1994,4044,7097,60,16,1,0,1,0,0,1,0,6,3,915,14,35
528,8,15,1994,2695,7109,66,16,0,1,1,0,0,1,0,6,3,443,6,41
528,16,15,1994,2690,7037,66,16,0,1,1,0,0,1,0,6,3,443,14,41
214,4,15,1994,1890,6959,66,16,0,1,0,0,0,1,0,6,3,129,2,41
426,8,15,1994,2290,6995,66,16,0,1,1,0,0,1,0,6,3,341,6,41
107,2,15,1994,1690,6923,66,16,0,1,0,0,0,1,0,6,3,22,0,41
1000,16,15,1994,4054,7095,66,16,1,0,1,0,0,1,0,6,3,915,14,41
1000,16,15,1994,3995,7092,66,16,1,0,1,0,0,1,0,6,3,915,14,41
1000,16,15,1994,4244,7098,66,16,1,0,1,0,0,1,0,6,3,915,14,41
528,12,15,1994,3744,7086,66,16,1,0,1,0,0,1,0,6,3,443,10,41
528,12,15,1994,3643,7117,66,16,1,0,1,1,0,1,0,6,3,443,10,41
528,12,15,1994,3495,7080,66,16,1,0,1,0,0,1,0,6,3,443,10,41
528,16,15,1994,3595,6900,66,16,1,0,1,0,0,1,0,6,3,443,14,41
1000,16,15,1994,4143,7101,66,16,1,0,1,1,0,1,0,6,3,915,14,41
528,12,15,1994,3554,7083,66,16,1,0,1,0,0,1,0,6,3,443,10,41
528,16,15,1994,2890,7038,75,16,0,1,1,0,0,1,0,6,3,443,14,50
214,4,15,1994,2090,6960,75,16,0,1,0,0,0,1,0,6,3,129,2,50
107,2,15,1994,1890,6924,75,16,0,1,0,0,0,1,0,6,3,22,0,50
426,8,15,1994,2490,6996,75,16,0,1,1,0,0,1,0,6,3,341,6,50
528,16,15,1994,3795,6901,90,16,1,0,1,0,0,1,0,6,3,443,14,65
1000,16,15,1994,4343,7102,90,16,1,0,1,1,0,1,0,6,3,915,14,65
1000,16,15,1994,4195,7093,90,16,1,0,1,0,0,1,0,6,3,915,14,65
1000,16,15,1994,4254,7096,90,16,1,0,1,0,0,1,0,6,3,915,14,65
528,12,15,1994,3695,7081,90,16,1,0,1,0,0,1,0,6,3,443,10,65
1000,16,15,1994,4444,7099,90,16,1,0,1,0,0,1,0,6,3,915,14,65
528,12,15,1994,3843,7090,90,16,1,0,1,1,0,1,0,6,3,443,10,65
528,12,15,1994,3754,7084,90,16,1,0,1,0,0,1,0,6,3,443,10,65
528,12,15,1994,3944,7087,90,16,1,0,1,0,0,1,0,6,3,443,10,65
528,16,15,1994,3090,7039,100,16,0,1,1,0,0,1,0,6,3,443,14,75
214,4,15,1994,2290,6961,100,16,0,1,0,0,0,1,0,6,3,129,2,75
107,2,15,1994,2090,6925,100,16,0,1,0,0,0,1,0,6,3,22,0,75
426,8,15,1994,2690,6997,100,16,0,1,1,0,0,1,0,6,3,341,6,75
528,16,14,1994,2195,6789,25,17,0,1,1,0,1,0,0,6,3,443,14,0
214,4,14,1994,1490,6735,25,17,0,1,0,0,1,0,0,6,3,129,2,0
426,8,14,1994,2044,6759,25,17,0,1,1,0,1,0,0,6,3,341,6,0
107,2,14,1994,1444,6687,25,17,0,1,0,0,1,0,0,6,3,22,0,0
426,8,14,1994,1890,6771,25,17,0,1,1,0,1,0,0,6,3,341,6,0
528,16,14,1994,2494,6819,25,17,0,1,1,1,1,0,0,6,3,443,14,0
528,16,14,1994,2444,6801,25,17,0,1,1,0,1,0,0,6,3,443,14,0
528,16,14,1994,2344,6795,25,17,0,1,1,0,1,0,0,6,3,443,14,0
107,2,14,1994,1344,6681,25,17,0,1,0,0,1,0,0,6,3,22,0,0
214,4,14,1994,1195,6664,25,17,0,1,0,0,1,0,0,6,3,129,2,0
107,2,14,1994,1195,6675,25,17,0,1,0,0,1,0,0,6,3,22,0,0
426,8,14,1994,1795,6747,25,17,0,1,1,0,1,0,0,6,3,341,6,0
214,4,14,1994,1644,6723,25,17,0,1,0,0,1,0,0,6,3,129,2,0
528,8,14,1994,1890,6783,25,17,0,1,1,0,1,0,0,6,3,443,6,0
528,16,14,1994,2290,6813,25,17,0,1,1,0,1,0,0,6,3,443,14,0
214,4,14,1994,1395,6711,25,17,0,1,0,0,1,0,0,6,3,129,2,0
426,8,14,1994,2094,6777,25,17,0,1,1,1,1,0,0,6,3,341,6,0
340,8,14,1994,1395,6668,25,17,0,1,0,0,1,0,0,6,3,255,6,0
214,4,14,1994,1544,6717,25,17,0,1,0,0,1,0,0,6,3,129,2,0
426,8,14,1994,1944,6753,25,17,0,1,1,0,1,0,0,6,3,341,6,0
107,2,14,1994,1290,6699,25,17,0,1,0,0,1,0,0,6,3,22,0,0
528,16,14,1994,2644,6802,33,17,0,1,1,0,1,0,0,6,3,443,14,8
214,4,14,1994,1395,6665,33,17,0,1,0,0,1,0,0,6,3,129,2,8
528,16,14,1994,2395,6790,33,17,0,1,1,0,1,0,0,6,3,443,14,8
528,16,14,1994,2490,6814,33,17,0,1,1,0,1,0,0,6,3,443,14,8
528,16,14,1994,2544,6796,33,17,0,1,1,0,1,0,0,6,3,443,14,8
426,8,14,1994,2090,6772,33,17,0,1,1,0,1,0,0,6,3,341,6,8
426,8,14,1994,2143,6880,33,17,0,1,1,1,1,0,0,6,3,341,6,8
107,2,14,1994,1644,6688,33,17,0,1,0,0,1,0,0,6,3,22,0,8
214,4,14,1994,1595,6877,33,17,0,1,0,0,1,0,0,6,3,129,2,8
426,8,14,1994,2294,6778,33,17,0,1,1,1,1,0,0,6,3,341,6,8
214,4,14,1994,1844,6724,33,17,0,1,0,0,1,0,0,6,3,129,2,8
426,8,14,1994,2144,6754,33,17,0,1,1,0,1,0,0,6,3,341,6,8
107,2,14,1994,1544,6682,33,17,0,1,0,0,1,0,0,6,3,22,0,8
107,2,14,1994,1490,6700,33,17,0,1,0,0,1,0,0,6,3,22,0,8
426,8,14,1994,1995,6878,33,17,0,1,1,0,1,0,0,6,3,341,6,8
528,16,14,1994,2694,6820,33,17,0,1,1,1,1,0,0,6,3,443,14,8
214,4,14,1994,1595,6712,33,17,0,1,0,0,1,0,0,6,3,129,2,8
426,8,14,1994,2244,6760,33,17,0,1,1,0,1,0,0,6,3,341,6,8
107,2,14,1994,1395,6676,33,17,0,1,0,0,1,0,0,6,3,22,0,8
214,4,14,1994,1690,6736,33,17,0,1,0,0,1,0,0,6,3,129,2,8
426,8,14,1994,1995,6748,33,17,0,1,1,0,1,0,0,6,3,341,6,8
214,4,14,1994,1744,6718,33,17,0,1,0,0,1,0,0,6,3,129,2,8
340,8,14,1994,1595,6669,33,17,0,1,0,0,1,0,0,6,3,255,6,8
528,8,14,1994,2090,6784,33,17,0,1,1,0,1,0,0,6,3,443,6,8
528,16,14,1994,2495,6791,50,17,0,1,1,0,1,0,0,6,3,443,14,25
528,16,14,1994,2590,6815,50,17,0,1,1,0,1,0,0,6,3,443,14,25
340,8,14,1994,1695,6670,50,17,0,1,0,0,1,0,0,6,3,255,6,25
214,4,14,1994,1790,6737,50,17,0,1,0,0,1,0,0,6,3,129,2,25
528,16,14,1994,2644,6797,50,17,0,1,1,0,1,0,0,6,3,443,14,25
426,8,14,1994,2394,6779,50,17,0,1,1,1,1,0,0,6,3,341,6,25
214,4,14,1994,1944,6725,50,17,0,1,0,0,1,0,0,6,3,129,2,25
214,4,14,1994,1695,6713,50,17,0,1,0,0,1,0,0,6,3,129,2,25
426,8,14,1994,2095,6749,50,17,0,1,1,0,1,0,0,6,3,341,6,25
107,2,14,1994,1590,6701,50,17,0,1,0,0,1,0,0,6,3,22,0,25
528,8,14,1994,2190,6785,50,17,0,1,1,0,1,0,0,6,3,443,6,25
426,8,14,1994,2190,6773,50,17,0,1,1,0,1,0,0,6,3,341,6,25
107,2,14,1994,1744,6689,50,17,0,1,0,0,1,0,0,6,3,22,0,25
107,2,14,1994,1495,6677,50,17,0,1,0,0,1,0,0,6,3,22,0,25
528,16,14,1994,2794,6821,50,17,0,1,1,1,1,0,0,6,3,443,14,25
214,4,14,1994,1495,6666,50,17,0,1,0,0,1,0,0,6,3,129,2,25
426,8,14,1994,2244,6755,50,17,0,1,1,0,1,0,0,6,3,341,6,25
107,2,14,1994,1644,6683,50,17,0,1,0,0,1,0,0,6,3,22,0,25
426,8,14,1994,2344,6761,50,17,0,1,1,0,1,0,0,6,3,341,6,25
214,4,14,1994,1844,6719,50,17,0,1,0,0,1,0,0,6,3,129,2,25
528,16,14,1994,2744,6803,50,17,0,1,1,0,1,0,0,6,3,443,14,25
340,8,14,1994,2844,6843,60,17,1,0,1,0,1,0,0,6,3,255,6,35
214,4,14,1994,2254,6828,60,17,1,0,0,0,1,0,0,6,3,129,2,35
340,8,14,1994,2654,6840,60,17,1,0,1,0,1,0,0,6,3,255,6,35
214,4,14,1994,2444,6831,60,17,1,0,0,0,1,0,0,6,3,129,2,35
426,8,14,1994,2650,6849,60,17,1,0,1,0,1,0,0,6,3,341,6,35
340,8,14,1994,2595,6837,60,17,1,0,1,0,1,0,0,6,3,255,6,35
340,8,14,1994,2743,6846,60,17,1,0,1,1,1,0,0,6,3,255,6,35
214,4,14,1994,2195,6825,60,17,1,0,0,0,1,0,0,6,3,129,2,35
528,16,14,1994,2690,6816,66,17,0,1,1,0,1,0,0,6,3,443,14,41
426,8,14,1994,2195,6750,66,17,0,1,1,0,1,0,0,6,3,341,6,41
214,4,14,1994,1595,6667,66,17,0,1,0,0,1,0,0,6,3,129,2,41
426,8,14,1994,2494,6780,66,17,0,1,1,1,1,0,0,6,3,341,6,41
214,4,14,1994,1890,6738,66,17,0,1,0,0,1,0,0,6,3,129,2,41
426,8,14,1994,2343,6887,66,17,0,1,1,1,1,0,0,6,3,341,6,41
528,16,14,1994,2894,6822,66,17,0,1,1,1,1,0,0,6,3,443,14,41
107,2,14,1994,1844,6690,66,17,0,1,0,0,1,0,0,6,3,22,0,41
426,8,14,1994,2343,6881,66,17,0,1,1,1,1,0,0,6,3,341,6,41
528,16,14,1994,2844,6804,66,17,0,1,1,0,1,0,0,6,3,443,14,41
107,2,14,1994,1595,6678,66,17,0,1,0,0,1,0,0,6,3,22,0,41
340,8,14,1994,1795,6671,66,17,0,1,0,0,1,0,0,6,3,255,6,41
426,8,14,1994,2290,6774,66,17,0,1,1,0,1,0,0,6,3,341,6,41
528,16,14,1994,2744,6798,66,17,0,1,1,0,1,0,0,6,3,443,14,41
107,2,14,1994,1744,6684,66,17,0,1,0,0,1,0,0,6,3,22,0,41
214,4,14,1994,1944,6720,66,17,0,1,0,0,1,0,0,6,3,129,2,41
528,8,14,1994,2290,6786,66,17,0,1,1,0,1,0,0,6,3,443,6,41
107,2,14,1994,1690,6702,66,17,0,1,0,0,1,0,0,6,3,22,0,41
426,8,14,1994,2195,6879,66,17,0,1,1,0,1,0,0,6,3,341,6,41
528,16,14,1994,2595,6792,66,17,0,1,1,0,1,0,0,6,3,443,14,41
214,4,14,1994,1795,6714,66,17,0,1,0,0,1,0,0,6,3,129,2,41
214,4,14,1994,2044,6726,66,17,0,1,0,0,1,0,0,6,3,129,2,41
426,8,14,1994,2344,6756,66,17,0,1,1,0,1,0,0,6,3,341,6,41
426,8,14,1994,2444,6762,66,17,0,1,1,0,1,0,0,6,3,341,6,41
214,4,14,1994,2644,6832,66,17,1,0,0,0,1,0,0,6,3,129,2,41
340,8,14,1994,2854,6841,66,17,1,0,1,0,1,0,0,6,3,255,6,41
214,4,14,1994,2454,6829,66,17,1,0,0,0,1,0,0,6,3,129,2,41
214,4,14,1994,2395,6826,66,17,1,0,0,0,1,0,0,6,3,129,2,41
426,8,14,1994,2850,6850,66,17,1,0,1,0,1,0,0,6,3,341,6,41
340,8,14,1994,2795,6838,66,17,1,0,1,0,1,0,0,6,3,255,6,41
340,8,14,1994,3044,6844,66,17,1,0,1,0,1,0,0,6,3,255,6,41
340,8,14,1994,2943,6847,66,17,1,0,1,1,1,0,0,6,3,255,6,41
426,8,14,1994,2694,6781,75,17,0,1,1,1,1,0,0,6,3,341,6,50
426,8,14,1994,2544,6757,75,17,0,1,1,0,1,0,0,6,3,341,6,50
426,8,14,1994,2490,6775,75,17,0,1,1,0,1,0,0,6,3,341,6,50
107,2,14,1994,1890,6703,75,17,0,1,0,0,1,0,0,6,3,22,0,50
528,16,14,1994,2890,6817,75,17,0,1,1,0,1,0,0,6,3,443,14,50
214,4,14,1994,2144,6721,75,17,0,1,0,0,1,0,0,6,3,129,2,50
214,4,14,1994,2244,6727,75,17,0,1,0,0,1,0,0,6,3,129,2,50
528,16,14,1994,3094,6823,75,17,0,1,1,1,1,0,0,6,3,443,14,50
426,8,14,1994,2644,6763,75,17,0,1,1,0,1,0,0,6,3,341,6,50
107,2,14,1994,1944,6685,75,17,0,1,0,0,1,0,0,6,3,22,0,50
528,8,14,1994,2490,6787,75,17,0,1,1,0,1,0,0,6,3,443,6,50
528,16,14,1994,2795,6793,75,17,0,1,1,0,1,0,0,6,3,443,14,50
528,16,14,1994,3044,6805,75,17,0,1,1,0,1,0,0,6,3,443,14,50
214,4,14,1994,1995,6715,75,17,0,1,0,0,1,0,0,6,3,129,2,50
107,2,14,1994,1795,6679,75,17,0,1,0,0,1,0,0,6,3,22,0,50
426,8,14,1994,2395,6751,75,17,0,1,1,0,1,0,0,6,3,341,6,50
214,4,14,1994,2090,6739,75,17,0,1,0,0,1,0,0,6,3,129,2,50
528,16,14,1994,2944,6799,75,17,0,1,1,0,1,0,0,6,3,443,14,50
107,2,14,1994,2044,6691,75,17,0,1,0,0,1,0,0,6,3,22,0,50
426,8,14,1994,3050,6851,90,17,1,0,1,0,1,0,0,6,3,341,6,65
340,8,14,1994,2995,6839,90,17,1,0,1,0,1,0,0,6,3,255,6,65
340,8,14,1994,3143,6848,90,17,1,0,1,1,1,0,0,6,3,255,6,65
214,4,14,1994,2595,6827,90,17,1,0,0,0,1,0,0,6,3,129,2,65
214,4,14,1994,2844,6833,90,17,1,0,0,0,1,0,0,6,3,129,2,65
340,8,14,1994,3244,6845,90,17,1,0,1,0,1,0,0,6,3,255,6,65
214,4,14,1994,2654,6830,90,17,1,0,0,0,1,0,0,6,3,129,2,65
340,8,14,1994,3054,6842,90,17,1,0,1,0,1,0,0,6,3,255,6,65
426,8,14,1994,2690,6776,100,17,0,1,1,0,1,0,0,6,3,341,6,75
528,16,14,1994,3090,6818,100,17,0,1,1,0,1,0,0,6,3,443,14,75
528,16,14,1994,3244,6806,100,17,0,1,1,0,1,0,0,6,3,443,14,75
426,8,14,1994,2744,6758,100,17,0,1,1,0,1,0,0,6,3,341,6,75
426,8,14,1994,2894,6782,100,17,0,1,1,1,1,0,0,6,3,341,6,75
426,8,14,1994,2595,6752,100,17,0,1,1,0,1,0,0,6,3,341,6,75
528,16,14,1994,2995,6794,100,17,0,1,1,0,1,0,0,6,3,443,14,75
528,8,14,1994,2690,6788,100,17,0,1,1,0,1,0,0,6,3,443,6,75
214,4,14,1994,2344,6722,100,17,0,1,0,0,1,0,0,6,3,129,2,75
214,4,14,1994,2195,6716,100,17,0,1,0,0,1,0,0,6,3,129,2,75
214,4,14,1994,2444,6728,100,17,0,1,0,0,1,0,0,6,3,129,2,75
528,16,14,1994,3294,6824,100,17,0,1,1,1,1,0,0,6,3,443,14,75
214,4,14,1994,2290,6740,100,17,0,1,0,0,1,0,0,6,3,129,2,75
107,2,14,1994,1995,6680,100,17,0,1,0,0,1,0,0,6,3,22,0,75
426,8,14,1994,2743,6888,100,17,0,1,1,1,1,0,0,6,3,341,6,75
107,2,14,1994,2244,6692,100,17,0,1,0,0,1,0,0,6,3,22,0,75
